qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.011962652206420898,0.01299738883972168,0.013967514038085938,0.009968280792236328,0.010970830917358398,0.01293182373046875,0.006981849670410156
0.008975028991699219,0.013962507247924805,0.01296544075012207,0.010970354080200195,0.010970354080200195,0.01096963882446289,0.007982730865478516
0.011968135833740234,0.015956878662109375,0.012994527816772461,0.011935234069824219,0.011003494262695312,0.011967658996582031,0.00794672966003418
0.008975744247436523,0.015926837921142578,0.015958309173583984,0.013961553573608398,0.012961387634277344,0.010970115661621094,0.0069811344146728516
0.008976936340332031,0.01196742057800293,0.014960527420043945,0.020946502685546875,0.013958930969238281,0.01695537567138672,0.01596212387084961
0.019942522048950195,0.020944833755493164,0.02593207359313965,0.01495671272277832,0.01595783233642578,0.012963294982910156,0.008976221084594727
0.01097559928894043,0.013959646224975586,0.01695561408996582,0.013963460922241211,0.020940780639648438,0.01994919776916504,0.00897526741027832
0.011971712112426758,0.014955282211303711,0.018952131271362305,0.01495981216430664,0.02194046974182129,0.014955759048461914,0.007977485656738281
0.0209505558013916,0.02094745635986328,0.017946720123291016,0.011971473693847656,0.016954898834228516,0.01894092559814453,0.008977413177490234
0.016954898834228516,0.01798224449157715,0.016954660415649414,0.01791977882385254,0.022940397262573242,0.012956380844116211,0.012966394424438477
0.016956329345703125,0.02094292640686035,0.012964725494384766,0.011966943740844727,0.010971307754516602,0.011966943740844727,0.009975910186767578
0.011966943740844727,0.017946958541870117,0.012968778610229492,0.011997461318969727,0.010968685150146484,0.011970758438110352,0.006978750228881836
0.013963699340820312,0.011993169784545898,0.012969493865966797,0.009938716888427734,0.011972904205322266,0.013956785202026367,0.006981849670410156
0.009974241256713867,0.012934684753417969,0.011999845504760742,0.010943412780761719,0.015952587127685547,0.01296687126159668,0.007979393005371094
0.01096796989440918,0.012997627258300781,0.011968135833740234,0.010937690734863281,0.011967897415161133,0.01695704460144043,0.006983041763305664
0.011968135833740234,0.011964082717895508,0.011967182159423828,0.009972333908081055,0.014960289001464844,0.01196742057800293,0.006981849670410156
0.008980751037597656,0.013957977294921875,0.011966705322265625,0.013963460922241211,0.011966943740844727,0.015958070755004883,0.007977962493896484
0.00997471809387207,0.012964010238647461,0.012965917587280273,0.010970592498779297,0.011966943740844727,0.01196908950805664,0.006980419158935547
0.008976936340332031,0.010970592498779297,0.011967658996582031,0.01196908950805664,0.012962818145751953,0.011968851089477539,0.0069806575775146484
0.009973526000976562,0.011969327926635742,0.015956878662109375,0.01595759391784668,0.01695418357849121,0.01595616340637207,0.007980108261108398
0.009968996047973633,0.016956090927124023,0.0189511775970459,0.014957427978515625,0.011968851089477539,0.019942760467529297,0.008976459503173828
0.015957355499267578,0.01795506477355957,0.0229339599609375,0.013965606689453125,0.015954017639160156,0.018947839736938477,0.01196742057800293
0.014960527420043945,0.01795172691345215,0.018945932388305664,0.01795220375061035,0.013962507247924805,0.01495671272277832,0.010971546173095703
0.01096963882446289,0.011968851089477539,0.011968135833740234,0.012965202331542969,0.011966466903686523,0.010970592498779297,0.005983591079711914
0.00997471809387207,0.012964248657226562,0.011967658996582031,0.009973764419555664,0.010970354080200195,0.011968851089477539,0.006981372833251953
0.010972261428833008,0.011966705322265625,0.022937774658203125,0.021940946578979492,0.01894831657409668,0.01994800567626953,0.010968685150146484
0.015958309173583984,0.012965202331542969,0.025933027267456055,0.011963605880737305,0.016956090927124023,0.01396036148071289,0.006983280181884766
0.009971380233764648,0.011967182159423828,0.011967658996582031,0.010970354080200195,0.010970830917358398,0.010969877243041992,0.006981372833251953
0.009973764419555664,0.011967897415161133,0.011967897415161133,0.009971857070922852,0.012966632843017578,0.01695418357849121,0.007979154586791992
0.012965917587280273,0.011966466903686523,0.013966083526611328,0.0139617919921875,0.009968757629394531,0.01495981216430664,0.011961936950683594
0.021976232528686523,0.014923334121704102,0.01496434211730957,0.014957666397094727,0.018949270248413086,0.018949508666992188,0.0109710693359375
0.015986204147338867,0.019921064376831055,0.023960590362548828,0.016924142837524414,0.020943164825439453,0.016954660415649414,0.007986068725585938
0.019944429397583008,0.01595306396484375,0.016955137252807617,0.010977029800415039,0.01296234130859375,0.017943620681762695,0.012964487075805664
0.011969566345214844,0.018945932388305664,0.021950721740722656,0.010961294174194336,0.009972095489501953,0.01096796989440918,0.0059854984283447266
0.008975744247436523,0.0139923095703125,0.01196908950805664,0.010937213897705078,0.010005712509155273,0.010968685150146484,0.0069522857666015625
0.010999679565429688,0.011970043182373047,0.01795053482055664,0.011935710906982422,0.011002779006958008,0.011968374252319336,0.006981611251831055
0.009973287582397461,0.010970115661621094,0.01196742057800293,0.010974884033203125,0.01096653938293457,0.010973691940307617,0.006978511810302734
0.009940862655639648,0.014963865280151367,0.012993335723876953,0.010973930358886719,0.011964797973632812,0.010972261428833008,0.006979465484619141
0.008948564529418945,0.013958215713500977,0.01296544075012207,0.010970115661621094,0.011007308959960938,0.010966300964355469,0.005983829498291016
0.008976459503173828,0.013933420181274414,0.014960289001464844,0.011963844299316406,0.01000523567199707,0.012934446334838867,0.00897836685180664
0.012996912002563477,0.013929128646850586,0.012969970703125,0.01395869255065918,0.020948171615600586,0.014961004257202148,0.008976459503173828
0.0169830322265625,0.025899648666381836,0.013996124267578125,0.0179140567779541,0.017952442169189453,0.01894998550415039,0.00897836685180664
0.015955448150634766,0.013962984085083008,0.016953229904174805,0.019948482513427734,0.02094268798828125,0.015955686569213867,0.011969327926635742
0.011968374252319336,0.025931119918823242,0.018948793411254883,0.013960599899291992,0.010971784591674805,0.01096963882446289,0.006981611251831055
0.008975982666015625,0.015958786010742188,0.014957904815673828,0.010970354080200195,0.011969327926635742,0.013961315155029297,0.0069806575775146484
0.011971712112426758,0.013991355895996094,0.01296544075012207,0.010970354080200195,0.011936426162719727,0.011002302169799805,0.005983829498291016
0.009941339492797852,0.013962507247924805,0.013962507247924805,0.0109710693359375,0.01096963882446289,0.011967897415161133,0.00698089599609375
0.009973287582397461,0.011971712112426758,0.014959096908569336,0.01100301742553711,0.010970592498779297,0.013925790786743164,0.006981611251831055
0.008975982666015625,0.01196742057800293,0.012965917587280273,0.011970281600952148,0.014989376068115234,0.010970354080200195,0.007949352264404297
0.010967731475830078,0.011968135833740234,0.012965202331542969,0.010970115661621094,0.009972572326660156,0.014964103698730469,0.007977962493896484
0.008973121643066406,0.011967658996582031,0.010970592498779297,0.009972095489501953,0.011968135833740234,0.011966943740844727,0.006981849670410156
0.011969804763793945,0.013961076736450195,0.011967897415161133,0.010970354080200195,0.011968135833740234,0.010970354080200195,0.006984233856201172
0.010970115661621094,0.015956878662109375,0.012964010238647461,0.009970903396606445,0.012968063354492188,0.013959884643554688,0.005983829498291016
0.009973526000976562,0.012966156005859375,0.012966156005859375,0.013962030410766602,0.014960527420043945,0.010968685150146484,0.00797724723815918
0.00997018814086914,0.01496434211730957,0.014955759048461914,0.014961719512939453,0.011999130249023438,0.011966466903686523,0.0069828033447265625
0.008974790573120117,0.011931180953979492,0.010970354080200195,0.012959718704223633,0.011002779006958008,0.012932300567626953,0.007976531982421875
0.009973526000976562,0.01296544075012207,0.012965202331542969,0.010970115661621094,0.010970354080200195,0.014962434768676758,0.005987405776977539
0.009969234466552734,0.012000083923339844,0.012964010238647461,0.01094198226928711,0.015956878662109375,0.011964797973632812,0.006981611251831055
0.011971712112426758,0.012995481491088867,0.01592874526977539,0.012993812561035156,0.013933420181274414,0.015956401824951172,0.00797891616821289
0.010967016220092773,0.010970592498779297,0.01196742057800293,0.009972095489501953,0.010970354080200195,0.010970592498779297,0.006981372833251953
0.008980989456176758,0.013958215713500977,0.012965202331542969,0.010970354080200195,0.011968135833740234,0.010970592498779297,0.00798177719116211
0.010969400405883789,0.011966466903686523,0.012965202331542969,0.014961481094360352,0.012963294982910156,0.010970354080200195,0.00698399543762207
0.010969877243041992,0.014958381652832031,0.011968851089477539,0.009972810745239258,0.010969877243041992,0.011003494262695312,0.006948709487915039
0.009008169174194336,0.01197052001953125,0.010967731475830078,0.009974002838134766,0.009975433349609375,0.0109710693359375,0.00698542594909668
0.00994110107421875,0.011963844299316406,0.011967658996582031,0.010973453521728516,0.01495981216430664,0.01595306396484375,0.005984306335449219
0.010007381439208984,0.012937068939208984,0.015956401824951172,0.012964963912963867,0.013959407806396484,0.01196908950805664,0.00797724723815918
0.008975744247436523,0.012964725494384766,0.011967897415161133,0.01097249984741211,0.01200413703918457,0.0109710693359375,0.0069844722747802734
0.008976221084594727,0.011967897415161133,0.012933015823364258,0.012967586517333984,0.013991355895996094,0.012935161590576172,0.007976531982421875
0.01000523567199707,0.011936664581298828,0.013965368270874023,0.0139617919921875,0.010967731475830078,0.014959335327148438,0.00598454475402832
0.00897526741027832,0.012968301773071289,0.012994050979614258,0.010938167572021484,0.013962507247924805,0.011967658996582031,0.007982254028320312
0.011968374252319336,0.012961864471435547,0.013966083526611328,0.009972095489501953,0.009971857070922852,0.01296544075012207,0.008010387420654297
0.008974313735961914,0.011973381042480469,0.012927532196044922,0.010973215103149414,0.01296234130859375,0.012967109680175781,0.007978200912475586
0.012965679168701172,0.014957427978515625,0.010970592498779297,0.011967182159423828,0.01100301742553711,0.010973453521728516,0.005984306335449219
0.008971452713012695,0.010970592498779297,0.015926361083984375,0.01496124267578125,0.012963056564331055,0.011967897415161133,0.0069811344146728516
0.009973526000976562,0.01196742057800293,0.011968135833740234,0.009972333908081055,0.015960216522216797,0.019948482513427734,0.010965824127197266
0.013997554779052734,0.01293325424194336,0.012932777404785156,0.022939443588256836,0.014957189559936523,0.012963533401489258,0.010973930358886719
0.0110015869140625,0.019914865493774414,0.02593207359313965,0.016955852508544922,0.018950223922729492,0.0139617919921875,0.007978439331054688
0.01795029640197754,0.016957998275756836,0.02193617820739746,0.01695704460144043,0.014957427978515625,0.022938013076782227,0.008977651596069336
0.010996341705322266,0.013958454132080078,0.017923355102539062,0.013991594314575195,0.0139617919921875,0.016924381256103516,0.010969400405883789
0.011001825332641602,0.017921924591064453,0.02396988868713379,0.016922712326049805,0.016954660415649414,0.013996124267578125,0.00697636604309082
0.010971546173095703,0.014928102493286133,0.013962507247924805,0.01000523567199707,0.013962745666503906,0.0139312744140625,0.00901174545288086
0.01595759391784668,0.08876490592956543,0.02594470977783203,0.013960599899291992,0.011966943740844727,0.013962984085083008,0.009977102279663086
0.01695704460144043,0.026930570602416992,0.018944501876831055,0.018949508666992188,0.017951250076293945,0.022939443588256836,0.009972572326660156
0.019946575164794922,0.020944595336914062,0.024932146072387695,0.011968374252319336,0.017947673797607422,0.019947528839111328,0.009972333908081055
0.012964487075805664,0.0199429988861084,0.020945310592651367,0.026928424835205078,0.023937225341796875,0.021941661834716797,0.011968374252319336
0.014961719512939453,0.020941734313964844,0.024933815002441406,0.015960216522216797,0.013960599899291992,0.02094578742980957,0.010970115661621094
0.015956640243530273,0.023935556411743164,0.026926517486572266,0.010971307754516602,0.010970115661621094,0.011967897415161133,0.006983518600463867
0.010969161987304688,0.012966156005859375,0.014995336532592773,0.012963056564331055,0.010967493057250977,0.010938644409179688,0.0080108642578125
0.00997304916381836,0.01496267318725586,0.011934041976928711,0.010009527206420898,0.011930704116821289,0.011967897415161133,0.0069849491119384766
0.011967897415161133,0.010972976684570312,0.011965274810791016,0.010970354080200195,0.010970830917358398,0.010971307754516602,0.007978677749633789
0.008943319320678711,0.011967658996582031,0.012001276016235352,0.012933492660522461,0.010967254638671875,0.010970115661621094,0.006980419158935547
0.008976221084594727,0.011967658996582031,0.011967897415161133,0.013962984085083008,0.01197052001953125,0.01196599006652832,0.006979227066040039
0.00897526741027832,0.011967897415161133,0.010970592498779297,0.009972810745239258,0.010969877243041992,0.013962507247924805,0.006983041763305664
0.009972095489501953,0.012965679168701172,0.011967897415161133,0.010971784591674805,0.014959335327148438,0.014959096908569336,0.005984783172607422
0.010004520416259766,0.010971307754516602,0.012964725494384766,0.010004043579101562,0.012934684753417969,0.018948793411254883,0.007977485656738281
0.013994932174682617,0.015956878662109375,0.01599264144897461,0.014923572540283203,0.014962911605834961,0.015952587127685547,0.007982254028320312
0.014960050582885742,0.01895451545715332,0.01794743537902832,0.017953157424926758,0.016985177993774414,0.011934995651245117,0.008976459503173828
0.011971235275268555,0.01894998550415039,0.01695561408996582,0.015953779220581055,0.014991283416748047,0.01296544075012207,0.009972810745239258
0.012932777404785156,0.014965057373046875,0.020941972732543945,0.01595449447631836,0.014993906021118164,0.012931585311889648,0.0069849491119384766
0.010966777801513672,0.014991521835327148,0.013963460922241211,0.010971546173095703,0.011933565139770508,0.012967109680175781,0.006979227066040039
